id,nodes,version
131419807,5,1
131419808,5,1
131419809,5,1
131419810,5,1
131419811,5,1
131419812,5,1
131419813,5,1
131419814,5,1
131419815,7,1
131423171,14,1
131423172,5,1
131423173,11,1
131423174,11,1
131423175,5,1
131423176,5,1
131423177,9,1
131423178,7,1
131423179,7,1
131423180,13,1
131423181,9,1
131423182,5,1
131423183,13,1
131423184,7,1
131423185,5,1
131423186,18,1
131423187,5,1
131423188,7,1
131423189,5,1
131423190,5,1
131423191,11,1
131423192,7,1
131423193,9,1
131423194,5,1
131423195,5,1
131423196,7,1
131423197,21,1
131423198,5,1
131423199,5,1
131424256,15,1
131424257,19,1
131424263,15,1
131424265,5,1
131424267,12,1
131424270,5,1
131424273,5,1
131424274,5,1
131424277,7,1
131424281,5,1
131424282,15,1
131427525,11,1
131427526,4,1
131486774,2,1
131486775,3,1
131486776,5,1
131486777,6,1
131556103,6,1
131556104,5,1
131556105,5,1
131556106,7,1
131556107,6,1
131556108,17,1
131556109,10,1
131556110,5,1
131556111,9,1
131556112,5,1
131556113,19,1
131556114,13,1
131556115,7,1
131556116,7,1
131556117,17,1
131556118,15,1
131556119,7,1
131556120,11,1
131556121,5,1
131556122,7,1
131556123,9,1
131556124,11,1
131556125,7,1
131556126,15,1
131556127,7,1
131556515,5,1
131556516,5,1
131556517,7,1
131556518,5,1
131556519,9,1
131556520,7,1
131556521,5,1
131556575,12,1
131556576,5,1
131556577,9,1
131556578,5,1
131556579,5,1
131556580,13,1
131556581,5,1
131556582,9,1
131556583,5,1
131556584,9,1
131556585,13,1
131556586,17,1
131556699,13,1
131556700,31,1
131556701,7,1
131556702,7,1
131556703,5,1
131556704,7,1
131556705,9,1
131556706,5,1
131556707,13,1
131556708,11,1
131556709,13,1
131556710,5,1
131556835,5,1
131556836,9,1
131556838,5,1
131556840,5,1
131556841,5,1
131556843,5,1
131556844,8,1
131556846,11,1
131556848,9,1
131556849,5,1
131556851,9,1
131557320,5,1
131557321,6,1
131557322,5,1
131557323,7,1
131557324,5,1
131557722,5,1
131557723,11,1
131557724,10,1
131557725,5,1
131557726,5,1
131557727,3,1
131557728,3,1
131557729,5,1
131557730,5,1
131557731,9,1
131557732,7,1
131557733,6,1
131557734,5,1
131557735,7,1
131557736,5,1
131557737,5,1
131557738,5,1
131557739,5,1
131557740,5,1
131557741,5,1
131557742,7,1
131557743,5,1
131557744,9,1
131557745,5,1
131567875,6,1
131567876,9,1
131567877,5,1
131567878,5,1
131567879,5,1
131584947,3,1
131584948,2,1
131587902,5,1
131587903,6,1
131587904,8,1
131587905,8,1
131587906,5,1
131587907,6,1
131587908,7,1
131587909,5,1
131590189,2,1
131591117,5,1
131591118,6,1
131591119,2,1
131591120,5,1
131591121,5,1
131591122,2,1
131591123,2,1
131591124,5,1
131591125,2,1
131591126,5,1
131591127,2,1
131591128,2,1
131591129,2,1
131591130,6,1
131591131,3,1
131591132,4,1
131591133,5,1
131591134,2,1
131591135,2,1
131593089,19,1
131593093,5,1
131593098,5,1
131593101,5,1
131593102,5,1
131593105,5,1
131593106,2,1
131594153,5,1
131594155,5,1
131594159,5,1
131604434,9,1
131604437,9,1
131604441,2,1
131604444,5,1
131604450,2,1
131604453,8,1
131604456,7,1
131604457,18,1
131604739,14,1
131625060,5,1
131625061,5,1
131625062,5,1
131625063,19,1
131625064,6,1
131625065,152,1
131625066,2,1
131625067,2,1
131625068,2,1
131625069,2,1
131625070,2,1
131625071,2,1
131625072,2,1
131625073,2,1
131625074,2,1
131625075,2,1
131625076,2,1
131625077,2,1
131625078,2,1
131625079,2,1
131625080,2,1
131625081,2,1
131625082,2,1
131625083,2,1
131625084,2,1
131625085,2,1
131625086,2,1
131625087,2,1
131625088,2,1
131625089,2,1
131625090,2,1
131625091,2,1
131625092,2,1
131625093,2,1
131625094,2,1
131625095,2,1
131625096,2,1
131625097,3,1
131625098,3,1
131625099,3,1
131625100,3,1
131625101,3,1
131625102,3,1
131625103,3,1
131625104,3,1
131625105,3,1
131625106,3,1
131625107,3,1
131625108,3,1
131625109,3,1
131625110,3,1
131625111,3,1
131625112,4,1
131625113,4,1
131625114,4,1
131625115,4,1
131625116,5,1
131625117,6,1
131625119,6,1
131625120,8,1
131625121,5,1
131625122,5,1
131625123,5,1
131625124,6,1
131625126,35,1
131625127,40,1
131625128,5,1
131625129,5,1
131625130,5,1
131625131,5,1
131625132,5,1
131625133,5,1
131625135,6,1
131636311,10,1
131636312,17,1
131636313,10,1
131636314,12,1
131636315,11,1
131636839,15,1
131649742,20,1
131662296,13,1
131662298,11,1
131662299,9,1
131662301,25,1
131662303,19,1
131662305,14,1
131662309,16,1
131662313,13,1
131662314,17,1
131662315,19,1
131662317,2,1
131662318,2,1
131662319,2,1
131662320,2,1
131662321,2,1
131662323,3,1
131662324,3,1
131662326,4,1
131662328,4,1
131662332,2,1
131662333,2,1
131662334,2,1
131662337,3,1
131662339,3,1
131662340,26,1
131662341,10,1
131662342,5,1
131662583,5,1
131662584,5,1
131662585,7,1
131662630,3,1
131662775,4,1
131662777,10,1
131663374,5,1
131664078,6,1
131664083,5,1
131664086,3,1
131664090,6,1
131664092,6,1
131664096,6,1
131664101,6,1
131664104,6,1
131664108,6,1
131664110,6,1
131664115,11,1
131664118,8,1
131664122,3,1
131664704,2,1
131664705,2,1
131664706,5,1
131664707,2,1
131664708,7,1
131664709,7,1
131665474,3,1
131695117,3,1
131737186,55,1
131739885,3,1
131739886,17,1
131739887,8,1
131739888,12,1
131739889,12,1
131739892,3,1
131739893,4,1
131739894,28,1
131739895,3,1
131739896,2,1
131739897,2,1
131739898,3,1
131739899,28,1
131739900,2,1
131739901,3,1
131739902,7,1
131739904,3,1
131739905,4,1
131739906,14,1
131739907,2,1
131739909,9,1
131739910,11,1
131739912,2,1
131739913,2,1
131741231,14,1
131741233,8,1
131741234,8,1
131741235,3,1
131741236,9,1
131741237,2,1
131741406,11,1
131741407,6,1
131744180,4,1
131744182,4,1
131745537,2,1
131745539,5,1
131745540,6,1
131745542,7,1
131746629,12,1
131754999,8,1
131755000,3,1
131755226,16,1
131769610,2,1
131769611,5,1
131769612,2,1
131769613,2,1
131769614,3,1
131769615,7,1
131769616,4,1
131769617,2,1
131769618,16,1
131769619,2,1
131769620,5,1
131769622,7,1
131769623,3,1
131769624,4,1
131769625,2,1
131769626,7,1
131769627,2,1
131769628,3,1
131769629,2,1
131769630,4,1
131769631,2,1
131769632,2,1
131769633,7,1
131769634,2,1
131769635,6,1
131769636,4,1
131769637,4,1
131769638,7,1
131769639,5,1
131769640,3,1
131771306,3,1
131771307,4,1
131771308,2,1
131771311,2,1
131771312,2,1
131771313,5,1
131771316,2,1
131771317,2,1
131771319,5,1
131771320,4,1
131771322,2,1
131771324,26,1
131771327,2,1
131771328,2,1
131771330,2,1
131771331,12,1
131771333,2,1
131771335,2,1
131771336,2,1
131771338,5,1
131771340,3,1
131771341,2,1
131771343,4,1
131771344,2,1
131771346,2,1
131771348,2,1
131771349,2,1
131771350,3,1
131771353,2,1
131771354,2,1
131774543,2,1
131774544,13,1
131774546,7,1
131774549,16,1
131774551,6,1
131774552,10,1
131774554,13,1
131774556,7,1
131774560,8,1
131774561,14,1
131774563,2,1
131774564,3,1
131774566,4,1
131774569,72,1
131888742,2,1
131888743,5,1
131905755,11,1
131905756,11,1
131916868,2,1
131922732,16,1
131922733,4,1
131993141,2,1
131993165,2,1
131998083,11,1
132045649,5,1
132045653,5,1
132045654,5,1
132045657,5,1
132045658,5,1
132045659,5,1
132045660,5,1
132045662,5,1
132045663,5,1
132045664,5,1
132045666,5,1
132045668,5,1
132045670,5,1
132045671,5,1
132045674,5,1
132045677,5,1
132045679,5,1
132045681,5,1
132085637,7,1
132085638,5,1
132085639,7,1
132085642,6,1
132085643,5,1
132085644,5,1
132085645,2,1
132085646,9,1
132085647,5,1
132085648,8,1
132085649,11,1
132085650,8,1
132085651,6,1
132085652,6,1
132085653,9,1
132085654,5,1
132085655,6,1
132085656,7,1
132087798,5,1
132087799,3,1
132087801,2,1
132087802,2,1
132087803,8,1
132087805,2,1
132087806,13,1
132087808,2,1
132087809,2,1
132087810,2,1
132087812,2,1
132087813,9,1
132087815,9,1
132087816,8,1
132087818,7,1
132087820,12,1
132087821,2,1
132087822,3,1
132087823,37,1
132087824,5,1
132087825,5,1
132087827,5,1
132087828,2,1
132087829,5,1
132087831,2,1
132089311,2,1
132089312,2,1
132089313,8,1
132089314,9,1
132089315,10,1
132089316,8,1
132089317,8,1
132089319,13,1
132089320,5,1
132089323,5,1
132089325,2,1
132089326,2,1
132089329,2,1
132089330,5,1
132089332,5,1
132091137,4,1
132091138,2,1
132120592,2,1
132120593,6,1
132120595,2,1
132120596,6,1
132120733,8,1
132121027,3,1
132124566,2,1
132124567,2,1
132124568,4,1
132124569,5,1
132124570,2,1
132124571,2,1
132124572,2,1
132124573,2,1
132124575,2,1
132124576,2,1
132124577,4,1
132124578,2,1
132124579,2,1
132124580,2,1
132124581,2,1
132124582,2,1
132124583,4,1
132124586,4,1
132124587,2,1
132124588,3,1
132124589,2,1
132124590,2,1
132124592,2,1
132124593,8,1
132124594,2,1
132125994,21,1
132125996,25,1
132125999,23,1
132126002,17,1
132126005,13,1
132126467,7,1
132126469,9,1
132127447,7,1
132127448,2,1
132127449,5,1
132127450,9,1
132127451,3,1
132127452,7,1
132127453,2,1
132127454,7,1
132127905,12,1
132127906,10,1
132127907,5,1
132127908,5,1
132127909,13,1
132127910,9,1
132127911,5,1
132127912,5,1
132127913,5,1
132127914,5,1
132127915,7,1
132278331,5,1
132278332,9,1
132278333,5,1
132278334,5,1
132278335,3,1
132278336,4,1
132278337,29,1
132278338,12,1
132278339,7,1
132278340,9,1
132278341,24,1
132278342,2,1
132278343,9,1
132278346,2,1
132278347,13,1
132278348,5,1
132278349,3,1
132278350,15,1
132278351,2,1
132278353,7,1
132278354,23,1
132278355,9,1
132278356,13,1
132278357,8,1
132278359,11,1
132278360,2,1
132278362,7,1
132278363,5,1
132278365,6,1
132278366,2,1
132278367,5,1
132278368,4,1
132278369,5,1
132278370,5,1
132278371,5,1
132278372,5,1
132278373,13,1
132278374,3,1
132278375,9,1
132278376,8,1
132278377,7,1
132278378,3,1
132278380,6,1
132278381,9,1
132278382,2,1
132278383,2,1
132278384,5,1
132278385,13,1
132278386,7,1
132278387,5,1
132297255,24,1
132328528,6,1
132425527,5,1
132429608,5,1
132429611,5,1
132429613,5,1
132429614,3,1
132429618,5,1
132429619,5,1
132429620,31,1
132429621,5,1
132430131,5,1
132430132,6,1
132430133,15,1
132430134,5,1
132430135,4,1
132430557,3,1
132431013,70,1
132431015,27,1
132431717,14,1
132431718,6,1
132431719,7,1
132432019,5,1
132432026,5,1
132432138,9,1
132432276,5,1
132432277,10,1
132432653,46,1
132432654,8,1
132432764,13,1
132432765,16,1
132433258,4,1
132433259,60,1
132433261,18,1
132434056,35,1
132435661,9,1
132456536,5,1
132456538,5,1
132456540,5,1
132456541,9,1
132456543,7,1
132456545,11,1
132456546,5,1
132456547,5,1
132456548,10,1
132456549,9,1
132456550,7,1
132456551,5,1
132456552,5,1
132456553,6,1
132456554,5,1
132456555,13,1
132456556,5,1
132456557,5,1
132456558,9,1
132456559,9,1
132456560,5,1
132456561,5,1
132456562,9,1
132456563,5,1
132456564,5,1
132456565,9,1
132456567,5,1
132456568,9,1
132456571,13,1
132456572,9,1
132456573,5,1
132456574,9,1
132456575,5,1
132456576,5,1
132456577,7,1
132456578,5,1
132456579,5,1
132456580,5,1
132456581,5,1
132456582,5,1
132456583,5,1
132456584,7,1
132456585,5,1
132456587,7,1
132456588,5,1
132456590,5,1
132456593,5,1
132456594,5,1
132456595,9,1
132456598,11,1
132456600,11,1
132456601,5,1
132456602,7,1
132456603,5,1
132456604,5,1
132456605,13,1
132456606,7,1
132456607,5,1
132456608,9,1
132456609,5,1
132456610,11,1
132456611,11,1
132456612,11,1
132456613,5,1
132456614,10,1
132456615,9,1
132456616,5,1
132456617,5,1
132456618,5,1
132456619,5,1
132456620,13,1
132456621,5,1
132456622,6,1
132456623,7,1
132456624,5,1
132456625,5,1
132456626,5,1
132456627,5,1
132558143,17,1
132558144,7,1
132558145,14,1
132558146,10,1
132558147,12,1
132558148,2,1
132558149,2,1
132558150,2,1
132558151,2,1
132558152,2,1
132558153,2,1
132558154,2,1
132558155,2,1
132558156,2,1
132558157,2,1
132558158,2,1
132558159,2,1
132558160,2,1
132558161,2,1
132558162,2,1
132558163,2,1
132558164,2,1
132558165,2,1
132558166,2,1
132558167,2,1
132558168,2,1
132558169,2,1
132558170,2,1
132558172,2,1
132558173,2,1
132558174,2,1
132558175,2,1
132558176,2,1
132558177,2,1
132558178,2,1
132558179,2,1
132558180,2,1
132558181,2,1
132558182,2,1
132558183,2,1
132558184,2,1
132558185,2,1
132558186,2,1
132558187,2,1
132558188,2,1
132558189,3,1
132558190,3,1
132558191,3,1
132558192,3,1
132558193,55,1
132558194,5,1
132558195,6,1
132558196,2,1
132558197,6,1
132558198,8,1
132558199,112,1
132558201,17,1
132558202,5,1
132558203,5,1
132558204,5,1
132558205,5,1
132558206,15,1
132558207,19,1
132558208,2,1
132558209,2,1
132558210,2,1
132558211,2,1
132558212,4,1
132558213,3,1
132558214,5,1
132558215,3,1
132558216,7,1
132558217,5,1
132558218,4,1
132558219,5,1
132558220,7,1
132558221,5,1
132558222,5,1
132558223,5,1
132558224,5,1
132558225,5,1
132558226,7,1
132558227,8,1
132558228,23,1
132558229,10,1
132558230,12,1
132569858,2,1
132570255,5,1
132570256,23,1
132570257,5,1
132570259,5,1
132570260,5,1
132570262,5,1
132571504,5,1
132571505,5,1
132571506,5,1
132571508,5,1
132571509,5,1
132571511,5,1
132571512,5,1
132571513,5,1
132571515,5,1
132571519,5,1
132571520,5,1
132571521,5,1
132571522,5,1
132571523,5,1
132571525,5,1
132571526,5,1
132571527,5,1
132571528,5,1
132571531,5,1
132571532,5,1
132571533,5,1
132571534,5,1
132572860,5,1
132572861,5,1
132572862,5,1
132572863,2,1
132572864,5,1
132572865,9,1
132572866,2,1
132572867,2,1
132572868,9,1
132572869,2,1
132572870,5,1
132572871,5,1
132572872,2,1
132572873,5,1
132572874,9,1
132572875,2,1
132572876,5,1
132572877,2,1
132573825,5,1
132573826,2,1
132573827,10,1
132573828,5,1
132573829,5,1
132573831,7,1
132573832,5,1
132573833,5,1
132573834,5,1
132573835,6,1
132573836,5,1
132573837,9,1
132573838,5,1
132573839,2,1
132573840,9,1
132573841,2,1
132573842,5,1
132573843,5,1
132573844,2,1
132573845,5,1
132573846,5,1
132619135,5,1
132619137,5,1
132619138,5,1
132619139,5,1
132619140,5,1
132619141,2,1
132619142,5,1
132619143,5,1
132619144,5,1
132620051,5,1
132620052,5,1
132620053,5,1
132620054,5,1
132620058,2,1
132620059,5,1
132620060,5,1
132620062,5,1
132620064,5,1
132620066,5,1
132630013,5,1
132630014,8,1
132630015,5,1
132630016,5,1
132630017,5,1
132630018,9,1
132630019,5,1
132630020,5,1
132630021,5,1
132630022,5,1
132630023,5,1
132630024,5,1
132630025,6,1
132630026,8,1
132630027,7,1
132630028,6,1
132630029,5,1
132630030,5,1
132630031,8,1
132630633,5,1
132630636,5,1
132630637,5,1
132630639,5,1
132630640,5,1
132631593,5,1
132631595,5,1
132631596,5,1
132631597,5,1
132631598,5,1
132631599,5,1
132702988,5,1
132702989,5,1
132702990,7,1
132702991,5,1
132702992,5,1
132702993,5,1
132702994,5,1
132702995,5,1
132702997,10,1
132702998,5,1
132703000,2,1
132703004,5,1
132703006,8,1
132703007,5,1
132703010,5,1
132703011,6,1
132703012,5,1
132703973,5,1
132703974,2,1
132703975,5,1
132703976,5,1
132704376,2,1
132704377,2,1
132704378,5,1
132704381,5,1
132704382,5,1
132704384,6,1
132704386,6,1
132704388,3,1
132705105,5,1
132705106,5,1
132705107,7,1
132705108,7,1
132705109,7,1
132705111,2,1
132705112,5,1
132705113,6,1
132705114,2,1
132705115,5,1
132705116,6,1
132705117,2,1
132705702,5,1
132705703,5,1
132705704,5,1
132705705,5,1
132705706,5,1
132705707,5,1
132705708,5,1
132705709,5,1
132705710,5,1
132705711,5,1
132767476,5,1
132767477,11,1
132767478,5,1
132767479,5,1
132767480,5,1
132767481,5,1
132767482,5,1
132767483,7,1
132767484,7,1
132767485,11,1
132767486,5,1
132767487,7,1
132767488,5,1
132767489,7,1
132767490,11,1
132767491,5,1
132767492,5,1
132767493,7,1
132767494,5,1
132767495,7,1
132767496,9,1
132767497,10,1
132767498,5,1
132767499,13,1
132767500,5,1
132767501,7,1
132767502,5,1
132767503,7,1
132767504,11,1
132767505,7,1
132767506,11,1
132767507,5,1
132767508,5,1
132767509,5,1
132767510,11,1
132767511,10,1
132767512,11,1
132767513,5,1
132767514,5,1
132767515,5,1
132767516,5,1
132767517,5,1
132767518,7,1
132767519,7,1
132767520,7,1
132767521,13,1
132767522,5,1
132767523,5,1
132767524,5,1
132767525,5,1
132767526,7,1
132767527,5,1
132767528,7,1
132767529,11,1
132767530,5,1
132767531,9,1
132767532,11,1
132767533,7,1
132767534,5,1
132767535,9,1
132767536,9,1
132767537,2,1
132767538,5,1
132767539,7,1
132767540,5,1
132767541,5,1
132767542,5,1
132767543,2,1
132767544,13,1
132796512,22,1
132796513,2,1
132800856,13,1
132800861,14,1
132801835,5,1
132801836,7,1
132803466,20,1
132803722,6,1
132809938,12,1
132809939,10,1
132813373,2,1
132813374,9,1
132813376,13,1
132813377,5,1
132813378,5,1
132813379,3,1
132813380,4,1
132813381,4,1
132813821,17,1
132814379,3,1
132814535,5,1
132814536,5,1
132814537,5,1
132814538,2,1
132814539,5,1
132814829,3,1
132814830,2,1
132814831,4,1
132814976,3,1
132815163,2,1
132815164,2,1
132815546,3,1
132815649,5,1
132815650,5,1
132815651,5,1
132815652,2,1
132815653,5,1
132815654,5,1
132815655,2,1
132815656,5,1
132815657,6,1
132815659,5,1
132815660,6,1
132815661,5,1
132815662,2,1
132815664,6,1
132815666,6,1
132817704,6,1
132817705,5,1
132817706,2,1
132817707,5,1
132817708,7,1
132817709,5,1
132817710,2,1
132817711,5,1
132817712,6,1
132818241,5,1
132818242,2,1
132818243,5,1
132818244,5,1
132818245,5,1
132818246,5,1
132818247,2,1
132818248,5,1
132818249,5,1
132820871,5,1
132820872,5,1
132820874,6,1
132820875,5,1
132820876,5,1
132820877,2,1
132820878,2,1
132820879,6,1
132820880,2,1
132820881,2,1
132820882,5,1
132823913,5,1
132823915,5,1
132823922,5,1
132823924,5,1
132823928,5,1
132823931,5,1
132823933,5,1
132823937,5,1
132823939,5,1
132823942,5,1
132823946,5,1
132823948,5,1
132830976,5,1
132833291,11,1
132834909,27,1
132837256,5,1
132837257,5,1
132837258,6,1
132837259,5,1
132837261,6,1
132837262,5,1
132841804,5,1
132841805,5,1
132841806,2,1
132841807,5,1
132841809,2,1
132841810,5,1
132841811,5,1
132841812,5,1
132841813,5,1
132844335,5,1
132844336,5,1
132844338,5,1
132844339,5,1
132844340,2,1
132844341,7,1
132844342,5,1
132844343,2,1
132844344,5,1
132844345,2,1
132844346,5,1
132844347,5,1
132844349,5,1
132844350,5,1
132846100,10,1
132846101,5,1
132846102,5,1
132846103,2,1
132846104,5,1
132846105,2,1
132846106,6,1
132846107,5,1
132846108,5,1
132846109,5,1
132846110,7,1
132846111,5,1
132846112,5,1
132846113,7,1
132846114,5,1
132846115,2,1
132846116,5,1
132846117,9,1
132846118,2,1
132846119,6,1
132846120,5,1
132846121,5,1
132846341,5,1
132846854,5,1
132846855,5,1
132846856,5,1
132846857,5,1
132846858,5,1
132846859,5,1
132846860,5,1
132846861,5,1
132846862,5,1
132846968,5,1
132846969,5,1
132851011,5,1
132851012,8,1
132851013,5,1
132851014,5,1
132851015,5,1
132851016,5,1
132851017,6,1
132851018,2,1
132851019,2,1
132851020,7,1
132851021,5,1
132851022,6,1
132851023,5,1
132851024,5,1
132851025,5,1
132851026,5,1
132851027,5,1
132851028,5,1
132851029,6,1
132851030,5,1
132851031,5,1
132851725,5,1
132851726,5,1
132851727,5,1
132851728,5,1
132851729,5,1
132851730,5,1
132851731,5,1
132851732,5,1
132851733,5,1
132851734,12,1
132851735,5,1
132852498,5,1
132852499,5,1
132852500,13,1
132852501,5,1
132852502,2,1
132852503,9,1
132852504,11,1
132852506,13,1
132852507,2,1
132854411,6,1
132854413,5,1
132854414,5,1
132854416,5,1
132855153,5,1
132916262,5,1
132916266,5,1
132916267,5,1
132916270,5,1
132916271,5,1
132916274,13,1
132916276,11,1
132916279,7,1
132916280,9,1
132916283,7,1
132916285,9,1
132916287,9,1
132916289,13,1
132916291,2,1
132916293,2,1
132916294,2,1
132916296,2,1
132916298,3,1
132916300,5,1
132916303,5,1
132916305,5,1
132916306,5,1
132916308,5,1
132916311,5,1
132916312,5,1
132916315,5,1
132916317,5,1
132916318,5,1
132916319,7,1
132916320,8,1
132916321,9,1
132956294,5,1
132956296,5,1
132956297,5,1
133033438,2,1
133033439,2,1
133033441,5,1
133033442,6,1
133033443,5,1
133033444,5,1
133033445,5,1
133033446,5,1
133033448,3,1
133033449,5,1
133033450,6,1
133033451,6,1
133033453,5,1
133033454,5,1
133034275,9,1
133034276,5,1
133034277,7,1
133034278,5,1
133034279,5,1
133034280,5,1
133034281,9,1
133034282,5,1
133034283,5,1
133034284,7,1
133034285,5,1
133034286,14,1
133034287,9,1
133034288,7,1
133034289,5,1
133034290,5,1
133034291,7,1
133034292,5,1
133034293,13,1
133034294,7,1
133034295,6,1
133034296,5,1
133034297,7,1
133034298,9,1
133034299,5,1
133034300,9,1
133034301,9,1
133034302,11,1
133034303,5,1
133035249,2,1
133035250,2,1
133035251,5,1
133035252,5,1
133035253,5,1
133035254,5,1
133035255,2,1
133035256,15,1
133035257,5,1
133035258,2,1
133035259,5,1
133035260,6,1
133035261,5,1
133035262,2,1
133035263,6,1
133035264,5,1
133035265,5,1
133035266,6,1
133035267,2,1
133035268,5,1
133035269,6,1
133035270,2,1
133035271,5,1
133036487,12,1
133036559,5,1
133036560,5,1
133036561,5,1
133036562,5,1
133036564,5,1
133036566,5,1
133036567,5,1
133036568,5,1
133036569,5,1
133036570,5,1
133036571,5,1
133036573,7,1
133036873,5,1
133036874,5,1
133036875,5,1
133036876,5,1
133036877,5,1
133036878,5,1
133036879,2,1
133054846,6,1
133054847,2,1
133054848,6,1
133054849,2,1
133054850,3,1
133054851,3,1
133058838,5,1
133058840,5,1
133058841,3,1
133058843,5,1
133058844,5,1
133058847,5,1
133058848,13,1
133058851,5,1
133058855,5,1
133058859,5,1
133058860,5,1
133058861,12,1
133058865,5,1
133058866,5,1
133059635,12,1
133059636,8,1
133062569,5,1
133142992,5,1
133142993,5,1
133142994,5,1
133142995,3,1
133142996,5,1
133144745,8,1
133144746,9,1
133144747,2,1
133144748,7,1
133144749,7,1
133144750,6,1
133144751,9,1
133144752,8,1
133144753,7,1
133146406,7,1
133146407,8,1
133146408,5,1
133146409,9,1
133146410,6,1
133146411,2,1
133146412,5,1
133148754,7,1
133148755,5,1
133148757,7,1
133148760,6,1
133148761,3,1
133148762,7,1
133148764,5,1
133148766,5,1
133148768,2,1
133148769,7,1
133148770,3,1
133151951,7,1
133151952,5,1
133151953,10,1
133151956,2,1
133151957,5,1
133151958,8,1
133151960,9,1
133151961,7,1
133151962,5,1
133151966,5,1
133151967,5,1
133151968,5,1
133151970,6,1
133151971,6,1
133151974,2,1
133151976,11,1
133151977,7,1
133151979,7,1
133151981,7,1
133151982,5,1
133151983,7,1
133151984,7,1
133151985,8,1
133151986,7,1
133151987,4,1
133153143,2,1
133153144,5,1
133153145,2,1
133153146,3,1
133153147,3,1
133169120,5,1
133169121,7,1
133169122,5,1
133169123,5,1
133169124,2,1
133169125,3,1
133169126,2,1
133169127,2,1
133169128,5,1
133169129,5,1
133169130,21,1
133169131,6,1
133169132,7,1
133169133,2,1
133169134,6,1
133169135,5,1
133169136,5,1
133169137,2,1
133169138,6,1
133169139,5,1
133169140,5,1
133169141,9,1
133169142,2,1
133169143,2,1
133170632,2,1
133170633,5,1
133170634,5,1
133170635,9,1
133170636,5,1
133170637,2,1
133170638,5,1
133170639,5,1
133170640,2,1
133170641,5,1
133170642,2,1
133170643,2,1
133170644,4,1
133170645,5,1
133170646,2,1
133170647,6,1
133170648,4,1
133170649,2,1
133170650,5,1
133170651,5,1
133170652,5,1
133170653,2,1
133170654,5,1
133170655,2,1
133170656,2,1
133170657,2,1
133170658,6,1
133171364,9,1
133171366,6,1
133171367,3,1
133171369,5,1
133171370,5,1
133171371,14,1
133171372,2,1
133171373,6,1
133171374,6,1
133171375,2,1
133171376,7,1
133171377,4,1
133171378,5,1
133172076,7,1
133172077,5,1
133172080,6,1
133172081,6,1
133172083,2,1
133172084,11,1
133172085,4,1
133172086,7,1
133174070,10,1
133174071,11,1
133174072,9,1
133174073,8,1
133174074,6,1
133174075,6,1
133174076,14,1
133174077,10,1
133174078,8,1
133174079,6,1
133174130,5,1
133174132,34,1
133174133,5,1
133174134,5,1
133175137,7,1
133175138,6,1
133175139,3,1
133175140,5,1
133175141,6,1
133175142,5,1
133175143,6,1
133175144,6,1
133175145,7,1
133175551,22,1
133175552,6,1
133175553,17,1
133175554,2,1
133175555,12,1
133175716,8,1
133177034,7,1
133177035,5,1
133177036,2,1
133177037,7,1
133177038,2,1
133177039,6,1
133177040,2,1
133178877,8,1
133182037,17,1
133198190,5,1
133198191,5,1
133198193,5,1
133198194,5,1
133198196,5,1
133207792,3,1
133208346,3,1
133213587,12,1
133213589,7,1
133214005,2,1
133214006,2,1
133269102,5,1
133269103,5,1
133269104,5,1
133269105,5,1
133269106,5,1
133269107,5,1
133269108,5,1
133269109,5,1
133269110,5,1
133269111,5,1
133269112,5,1
133269113,5,1
133269114,5,1
133269115,5,1
133269116,7,1
133269339,5,1
133269341,5,1
133269349,5,1
133269351,5,1
133270429,5,1
133270431,5,1
133270433,5,1
133271116,5,1
133271117,5,1
133271118,5,1
133271119,5,1
133271122,5,1
133271126,5,1
133271127,5,1
133271128,5,1
133271129,5,1
133271130,5,1
133271131,5,1
133271132,5,1
133271133,5,1
133271134,5,1
133271135,2,1
133271136,5,1
133271137,2,1
133271138,5,1
133271217,7,1
133271218,2,1
133271219,7,1
133271220,5,1
133271221,5,1
133271222,5,1
133271223,5,1
133279546,1,1
133291239,2,1
133305790,5,1
133366937,5,1
133366938,5,1
133366940,2,1
133366942,5,1
133366944,5,1
133368041,5,1
133368043,5,1
133368044,5,1
133368045,5,1
133369005,5,1
133369006,5,1
133369685,5,1
133369686,5,1
133369688,5,1
133369689,5,1
133369692,5,1
133369693,5,1
133369694,5,1
133369695,5,1
133369696,5,1
133369697,5,1
133371752,5,1
133371753,5,1
133371754,5,1
133371756,5,1
133371757,5,1
133371758,5,1
133371759,5,1
133371760,5,1
133371761,5,1
133371762,5,1
133371763,5,1
133371764,5,1
133371765,5,1
133371766,5,1
133371767,5,1
133371768,5,1
133371769,5,1
133374364,6,1
133374365,5,1
133374367,5,1
133374368,5,1
133374371,5,1
133374372,7,1
133374373,5,1
133374374,6,1
133374375,5,1
133374376,5,1
133375959,11,1
133375960,9,1
133375962,5,1
133375963,5,1
133375964,20,1
133375965,5,1
133378405,6,1
133378406,8,1
133378407,5,1
133378408,5,1
133378409,7,1
133378410,5,1
133378411,5,1
133378412,5,1
133378413,6,1
133378415,5,1
133390997,5,1
133390998,5,1
133390999,5,1
133484010,5,1
133484011,6,1
133489274,5,1
133489275,15,1
133489276,15,1
133489286,5,1
133489287,4,1
133491489,5,1
133491492,5,1
133491493,5,1
133491496,5,1
133491500,5,1
133491504,3,1
133491508,5,1
133491509,2,1
133491511,5,1
133491513,5,1
