id,nodes,version
3994650,3,1
3994651,5,1
3994652,9,1
3994653,5,1
3994654,2,1
3994655,2,1
3994656,3,1
3994657,8,1
3994659,4,1
3994660,4,1
3994661,5,1
3994662,2,1
3994663,2,1
3994664,4,1
3994665,8,1
3994666,2,1
3995580,2,1
3995581,2,1
3995582,8,1
3995583,5,1
3997297,6,1
3997298,7,1
3997300,6,1
3997301,4,1
3997302,2,1
3997304,28,1
3997305,4,1
3997307,12,1
3997308,28,1
3997309,2,1
3997310,2,1
3997311,6,1
3997312,5,1
3997313,3,1
3997314,12,1
3997315,5,1
3997316,8,1
3997317,56,1
3997319,6,1
3997321,24,1
3997322,2,1
3997323,5,1
3997324,23,1
3997325,5,1
3997328,2,1
3997329,5,1
3997330,2,1
3997331,15,1
3997332,6,1
3997334,2,1
3997335,8,1
3997336,3,1
3997337,3,1
3997340,12,1
3997343,2,1
3997344,2,1
3997345,2,1
3997346,5,1
3997347,8,1
3997348,17,1
3997349,2,1
3997350,2,1
3997351,6,1
3997352,22,1
3997354,2,1
3997355,3,1
3997356,3,1
3997357,4,1
3997358,10,1
3997359,2,1
3997360,3,1
3997361,4,1
3997363,3,1
3997364,1,1
3997365,2,1
3997366,25,1
3997367,7,1
3997368,3,1
3997369,7,1
3997370,3,1
3997371,2,1
3997372,8,1
3997373,6,1
3997374,7,1
3997375,14,1
3997376,6,1
3997377,13,1
3997378,2,1
3997379,3,1
3997380,5,1
3997381,5,1
3997382,3,1
3997383,13,1
3997386,3,1
3997387,1,1
3997388,3,1
3997389,4,1
3997391,51,1
3997392,15,1
3997393,5,1
3997394,8,1
3997395,7,1
3997396,2,1
3997398,6,1
3997399,25,1
3997400,17,1
3997401,7,1
3997403,5,1
3997404,2,1
3997407,12,1
3997408,18,1
3997410,3,1
3997411,17,1
3997412,3,1
3997413,3,1
3997414,8,1
3997415,3,1
3997416,10,1
3997417,15,1
3997418,44,1
3997419,14,1
3997420,2,1
3997421,2,1
3997450,2,1
3997457,5,1
3997480,5,1
3997769,21,1
3997770,11,1
3997771,6,1
3997772,14,1
3997773,9,1
3997774,2,1
3997777,2,1
3997778,4,1
3997779,4,1
3997780,2,1
3997786,6,1
3997787,25,1
3997790,18,1
3997791,6,1
3997793,2,1
3997794,3,1
3997795,4,1
3997796,3,1
3997797,6,1
3997798,5,1
3997799,3,1
3997803,4,1
3997804,2,1
3997805,9,1
3997806,3,1
3997807,8,1
3997808,2,1
3997810,6,1
3997811,7,1
3997813,12,1
3997814,13,1
3997815,2,1
3997816,4,1
3997817,12,1
3997818,59,1
3997820,2,1
3997821,6,1
3997823,2,1
3997824,10,1
3997825,3,1
3997827,2,1
3997828,7,1
3997829,15,1
3997830,5,1
3997831,5,1
3997832,2,1
3997833,4,1
3997834,4,1
3997835,13,1
3997837,3,1
3997839,3,1
3997840,13,1
3997841,6,1
3997842,5,1
3997843,15,1
3997844,11,1
3997845,4,1
3997846,5,1
3997847,7,1
3997848,4,1
3997849,3,1
3997850,12,1
3997851,5,1
3997853,6,1
3997854,8,1
3997856,15,1
3997857,4,1
3997858,22,1
3997859,9,1
3997860,19,1
3997861,3,1
3997862,3,1
3997863,3,1
3997864,7,1
3997865,5,1
3997867,107,1
3997868,3,1
3997870,3,1
3997871,3,1
3997872,11,1
3997873,4,1
3997874,5,1
3997875,2,1
3997876,3,1
3997877,14,1
3997878,3,1
3997879,4,1
3997882,4,1
3997883,72,1
3997885,15,1
3997886,9,1
3997887,3,1
3997888,6,1
3997889,3,1
3997890,8,1
3997891,4,1
3997892,6,1
3997893,10,1
3997894,3,1
3997895,4,1
3997897,8,1
3997898,13,1
3997900,4,1
3997901,5,1
3997903,9,1
3997904,6,1
3997905,29,1
3997907,6,1
3997908,68,1
3997909,17,1
3997910,20,1
3997911,9,1
3997912,6,1
3997913,21,1
3997914,2,1
3997915,2,1
3997917,7,1
3997918,2,1
3997919,7,1
3997921,4,1
3997922,6,1
3997923,3,1
3997924,8,1
3997925,4,1
3997926,5,1
3997927,6,1
3997928,3,1
3997929,15,1
3997930,37,1
3997931,5,1
3997932,2,1
3997933,3,1
3997934,2,1
3997935,2,1
3997937,10,1
3997938,12,1
3997939,6,1
3998380,100,1
3998381,22,1
3998382,39,1
3998383,26,1
3998384,15,1
3998385,52,1
4002588,70,1
4002725,11,1
4004835,11,1
4004837,21,1
4004838,4,1
4006083,18,1
4006084,16,1
4008065,10,1
4008066,2,1
4008067,8,1
4008069,11,1
4008070,3,1
4008071,6,1
4008072,2,1
4008073,3,1
4008074,2,1
4008076,2,1
4008077,3,1
4008078,2,1
4008079,10,1
4008080,9,1
4008081,2,1
4008082,7,1
4008083,7,1
4008084,5,1
4008085,5,1
4008086,6,1
4008087,18,1
4008088,20,1
4008089,4,1
4008090,13,1
4008091,4,1
4008093,8,1
4008095,3,1
4008096,2,1
4008097,4,1
4008098,10,1
4008100,11,1
4008101,10,1
4008102,2,1
4008103,2,1
4008104,2,1
4008105,3,1
4008106,5,1
4008107,2,1
4008108,4,1
4008109,8,1
4008110,5,1
4008112,5,1
4008113,3,1
4008114,4,1
4008115,7,1
4008116,11,1
4008117,2,1
4008118,3,1
4008119,2,1
4008120,2,1
4008121,3,1
4008122,9,1
4008123,22,1
4008124,8,1
4008125,2,1
4008126,3,1
4008127,3,1
4008128,2,1
4008130,9,1
4008131,7,1
4008132,3,1
4008133,16,1
4008134,6,1
4008135,6,1
4008136,4,1
4008138,7,1
4008139,13,1
4008140,4,1
4008141,6,1
4008142,4,1
4008143,2,1
4008144,3,1
4008145,6,1
4008146,10,1
4008148,4,1
4008149,7,1
4008150,2,1
4008151,14,1
4008152,2,1
4008153,5,1
4008154,3,1
4008155,16,1
4008156,3,1
4008158,15,1
4008159,5,1
4008160,4,1
4008161,2,1
4008162,6,1
4008163,7,1
4008164,3,1
4008165,3,1
4008167,5,1
4008168,3,1
4008169,10,1
4008170,14,1
4008171,7,1
4008172,8,1
4008173,7,1
4008174,27,1
4008176,3,1
4008177,2,1
4008178,13,1
4008179,3,1
4008180,2,1
4008181,4,1
4008182,2,1
4008183,6,1
4008184,31,1
4008185,4,1
4008186,13,1
4008187,20,1
4008188,8,1
4008189,9,1
4008190,3,1
4008191,4,1
4008192,11,1
4008193,3,1
4008194,4,1
4008195,3,1
4008196,3,1
4008197,2,1
4008198,7,1
4008199,31,1
4008200,2,1
4008201,3,1
4008202,13,1
4008203,2,1
4008204,4,1
4008205,2,1
4008206,10,1
4008207,2,1
4008208,2,1
4008210,35,1
4008211,5,1
4008212,36,1
4008213,2,1
4008214,4,1
4008215,18,1
4008216,12,1
4008217,9,1
4008218,7,1
4008219,10,1
4008220,2,1
4008221,9,1
4008222,5,1
4008223,3,1
4008224,9,1
4008225,20,1
4008228,2,1
4008229,24,1
4008230,16,1
4008232,2,1
4008235,19,1
4008238,4,1
4008240,24,1
4008241,4,1
4008242,3,1
4008244,8,1
4008246,8,1
4008247,5,1
4008248,4,1
4008249,5,1
4008250,14,1
4013720,4,1
4013721,92,1
4013722,11,1
4013724,2,1
4013725,2,1
4013726,18,1
4013727,4,1
4013729,2,1
4013730,3,1
4013731,2,1
4013733,7,1
4013734,2,1
4013736,2,1
4013737,9,1
4013738,2,1
4013739,22,1
4013740,8,1
4013741,11,1
4013742,19,1
4013743,7,1
4013745,14,1
4013746,12,1
4013747,2,1
4013748,15,1
4013749,50,1
4013750,24,1
4013751,6,1
4013752,7,1
4013753,7,1
4013754,6,1
4013755,6,1
4013757,2,1
4013758,8,1
4013759,2,1
4013760,5,1
4013761,2,1
4013762,25,1
4013764,21,1
4013765,17,1
4013767,17,1
4013768,7,1
4013770,7,1
4013771,3,1
4013773,3,1
4013774,4,1
4013777,11,1
4013778,7,1
4013779,4,1
4013781,20,1
4013782,8,1
4013785,5,1
4013787,20,1
4013788,5,1
4013790,26,1
4013791,2,1
4013792,9,1
4013793,2,1
4013794,4,1
4013795,3,1
4013796,9,1
4013797,9,1
4013798,6,1
4013800,10,1
4013801,4,1
4013804,7,1
4013808,12,1
4013810,5,1
4013811,6,1
4013812,4,1
4013814,3,1
4013815,25,1
4013821,2,1
4013822,4,1
4013823,8,1
4013824,2,1
4013825,6,1
4013826,8,1
4013827,15,1
4013828,4,1
4013831,23,1
4013833,6,1
4013834,5,1
4013835,5,1
4013836,5,1
4013837,7,1
4013840,4,1
